,name,Code,lat,lon,ligne,ville
642,Place Cymaise,SEM:GENPLACECYM,45.195,5.72917,40,Grenoble
643,Maurice Gignoux,SEM:GENGIGNOUX,45.19421,5.72525,40,Grenoble
644,Musée Dauphinois,SEM:GENMUSEEDAU,45.19497,5.72614,40,Grenoble
645,Veyret,SEM:GENVEYRET,45.19483,5.7248,40,Grenoble
646,Le Rabot,SEM:GENRABOT,45.19505,5.72342,40,Grenoble
647,La Garenne,SEM:GENGARENNE,45.22729,5.76583,41,Corenc
648,Rochasson,SEM:GENMOLLARD,45.22364,5.7678,41,Corenc
649,Providence,SEM:GENPROVIDEN,45.22111,5.76456,41,Corenc
650,Corenc Village,SEM:GENCORENCVI,45.21983,5.76229,41,Corenc
651,La Corne d'Or,SEM:GENCORNEDOR,45.21809,5.76046,41,Corenc
652,Monument,SEM:GENMONUMENT,45.217,5.7536,41,Corenc
653,Charles Pajon,SEM:GENPAJON,45.21369,5.75287,41,Corenc
654,Mairie-Condamine,SEM:GENMAIRIECO,45.21118,5.75092,41,Corenc
655,Corenc Mairie,SEM:GENCORENCMA,45.20974,5.75272,41,Corenc
656,Le Cèdre,SEM:GENCEDRE,45.20783,5.75552,41,Corenc
657,Les Léchères,SEM:GENLECHERES,45.20454,5.75928,41,Meylan
658,Plaine Fleurie,SEM:GENPLAINEFL,45.20276,5.76139,41,Meylan
659,La Carronnerie Basse,SEM:GENCARONBAS,45.20114,5.75855,41,La Tronche
660,Pascal,SEM:GENPASCAL,45.1995,5.75527,41,La Tronche
661,Doyen Gosse,SEM:GENDOYENGOS,45.20138,5.75303,41,La Tronche
662,Vercors,SEM:GENVERCORS,45.20065,5.75103,41,La Tronche
663,Grand Sablon,SEM:GENGRDSABLO,45.19903,5.75,41,La Tronche
664,Ancienne Mairie,SEM:GENANCMAIRI,45.21793,5.77933,42,Meylan
665,Bérivière,SEM:GENBERIVIER,45.21882,5.78312,42,Meylan
666,Saint-Mury,SEM:GENSTMURY,45.21947,5.78613,42,Meylan
667,Les Jaillières,SEM:GENJAILLIER,45.22103,5.79007,42,Meylan
668,Grand Sablon,SEM:GENGRDSABLO,45.19903,5.75,42,La Tronche
669,Vercors,SEM:GENVERCORS,45.20065,5.75103,42,La Tronche
670,Doyen Gosse,SEM:GENDOYENGOS,45.20138,5.75303,42,La Tronche
671,Pascal,SEM:GENPASCAL,45.1995,5.75527,42,La Tronche
672,La Carronnerie Basse,SEM:GENCARONBAS,45.20114,5.75855,42,La Tronche
673,Plaine Fleurie,SEM:GENPLAINEFL,45.20276,5.76139,42,Meylan
674,Les Léchères,SEM:GENLECHERES,45.20454,5.75928,42,Meylan
675,Champ Rochas,SEM:GENCHAMROC,45.20744,5.75903,42,Meylan
676,Place de la Louisiane,SEM:GENPLALOUIS,45.20876,5.76321,42,Meylan
677,Lionel Terray,SEM:GENTERRAY,45.20999,5.76693,42,Meylan
678,Revirée - Sayettes,SEM:GENREVIREES,45.21205,5.76638,42,Meylan
679,Chaumetière,SEM:GENCHAUMETI,45.21244,5.77061,42,Meylan
680,Saint-Jean Bosco,SEM:GENSTJBOSCO,45.21282,5.77305,42,Meylan
681,Lycée du Grésivaudan - Bachais,SEM:GENLYCBACHA,45.21416,5.7791,42,Meylan
682,Les Mûriers,SEM:GENMURIERS,45.21549,5.77954,42,Meylan
683,Haut-Meylan,SEM:GENHTMEYLAN,45.21798,5.77913,42,Meylan
684,Champlars,SEM:GENCHAMPLAR,45.22023,5.77982,42,Meylan
685,Croix des Rameaux,SEM:GENCXRAMEAU,45.22374,5.78177,42,Meylan
686,Croix de Cibeins,SEM:GENCXCIBENS,45.226,5.7842,42,Meylan
687,Gué du Boutet,SEM:GENGUEBOUTE,45.22869,5.78464,42,Meylan
688,Pré Catlan,SEM:GENPRECATLA,45.23002,5.78733,42,Meylan
689,Montlivet,SEM:GENMONTLIVE,45.22998,5.78981,42,Meylan
690,Saint-Victor,SEM:GENSTVICTOR,45.2286,5.78928,42,Meylan
691,La Treille,SEM:GENTREILLE,45.22639,5.79109,42,Meylan
692,La Détourbe,SEM:GENDETOURBE,45.22278,5.7927,42,Meylan
693,Les Saillants,SEM:GENSAILLANT,45.02463,5.6458,44,Le Gua
694,Le Gua Mairie,SEM:GENLEGUAMAI,45.02211,5.64457,44,Le Gua
695,Les Rossets,SEM:GENROSSETS,45.01657,5.64083,44,Le Gua
696,Saint-Barthélémy,SEM:GENSTBARTHE,44.99986,5.62946,44,Le Gua
697,La Charrière,SEM:GENLACHARRI,45.01277,5.61587,44,Le Gua
698,Les Faures,SEM:GENLESFAURE,45.01439,5.61354,44,Le Gua
699,Prélenfrey Eglise,SEM:GENPRELENFR,45.01693,5.6133,44,Le Gua
700,L'Arzelier,SEM:GENARZELIER,44.99692,5.60258,44,Le Gua
701,Col de l'Arzelier,SEM:GENCOLARZEL,44.99089,5.59541,44,Le Gua
702,La Pierre,SEM:GENLAPIERRE,44.98916,5.62198,44,Le Gua
703,Cassoulet,SEM:GENCASSOULE,44.98229,5.62309,44,Miribel-Lanchâtre
704,Bayanne,SEM:GENBAYANNE,44.97996,5.62235,44,Miribel-Lanchâtre
705,Miribel,SEM:GENMIRIBEL,44.97466,5.621,44,Miribel-Lanchâtre
706,Le Vernay,SEM:GENLEVERNAY,44.97015,5.60875,44,Miribel-Lanchâtre
707,La Giraudière,SEM:GENGIRAUDIE,45.09503,5.67982,45,Varces-Allières-et-Risset
708,La Valonne,SEM:GENLAVALONE,45.05031,5.67129,45,Vif
709,Le Masségu,SEM:GENMASSEGU,45.05194,5.67464,45,Vif
710,Rivalta,SEM:GENVIFGEND,45.05301,5.67655,45,Vif
711,Z.A. des Speyres,SEM:GENZASPEYRE,45.0569,5.68184,45,Vif
712,Allée des Granges,SEM:GENALEGRANG,45.05795,5.68472,45,Vif
713,Mas Garni,SEM:GENMASGARNI,45.06078,5.68819,45,Vif
714,Le Petit Brion,SEM:GENPETIBRIO,45.06225,5.69018,45,Vif
715,Jacobins,SEM:GENJACOBINS,45.06461,5.69128,45,Vif
716,La Plaine,SEM:GENPLAINE,45.06686,5.69213,45,Vif
717,Ecole Reymure,SEM:GENECOLEREY,45.06908,5.69334,45,Vif
718,Rue de la Sacristie,SEM:GENSACRISTI,45.07081,5.69538,45,Vif
719,Le Refuge,SEM:GENLEREFUGE,45.07462,5.69959,45,Vif
720,Le Gros Chêne,SEM:GENGROSCHEN,45.07832,5.7021,45,Varces-Allières-et-Risset
721,Malissolles,SEM:GENMALISSOL,45.08396,5.7047,45,Varces-Allières-et-Risset
722,Fontagneux,SEM:GENFONTAGNE,45.08728,5.70786,45,Varces-Allières-et-Risset
723,Rozatière,SEM:GENROZATIER,45.08706,5.70241,45,Varces-Allières-et-Risset
724,Balzac,SEM:GENBALZAZ,45.08728,5.69421,45,Varces-Allières-et-Risset
725,Berliognière,SEM:GENBERLIOGN,45.08998,5.69249,45,Varces-Allières-et-Risset
726,Notre-Dame de Lachal,SEM:GENNODAMLAC,45.08736,5.69011,45,Varces-Allières-et-Risset
727,Pont de la Gresse,SEM:GENLAGRESSE,45.08683,5.68871,45,Varces-Allières-et-Risset
728,Stendhal,SEM:GENSTEND,45.0871,5.68586,45,Varces-Allières-et-Risset
729,L'Oriel,SEM:GENORIEL,45.08937,5.68355,45,Varces-Allières-et-Risset
730,Rond-Point de l'Europe,SEM:GENRONDEURO,45.09312,5.68375,45,Varces-Allières-et-Risset
731,Saint-Ange,SEM:GENSTEANGE,45.09683,5.68367,45,Varces-Allières-et-Risset
732,Pré du Sage,SEM:GENPRESAGE,45.10448,5.68324,45,Varces-Allières-et-Risset
733,Résidence Val d'Allières,SEM:GENRESIVAL,45.10657,5.68032,45,Varces-Allières-et-Risset
734,Les Lilas,SEM:GENLILAS,45.10788,5.67659,45,Varces-Allières-et-Risset
735,Pavillon,SEM:GENPAVILLON,45.1084,5.67425,45,Varces-Allières-et-Risset
736,Parc de la Chatelière,SEM:GENPARCHATE,45.10653,5.67261,45,Varces-Allières-et-Risset
737,Lavanchon,SEM:GENLAVANCHO,45.10444,5.67348,45,Varces-Allières-et-Risset
738,Nivolon,SEM:GENNIVOLON,45.10173,5.67246,45,Varces-Allières-et-Risset
739,Collège Jules Verne,SEM:GENCITESCOL,45.09546,5.67214,45,Varces-Allières-et-Risset
740,Saint-Paul-de-Varces Place,SEM:GENSPAULMAI,45.07167,5.6426,46,Saint-Paul-de-Varces
741,La Croix,SEM:GENCROIX,45.07055,5.64494,46,Saint-Paul-de-Varces
742,La Garde,SEM:GENGARDE,45.07049,5.65062,46,Saint-Paul-de-Varces
743,La Bascule,SEM:GENBASCULE,45.07181,5.65496,46,Saint-Paul-de-Varces
744,Le Poulat,SEM:GENPOULAT,45.07444,5.66002,46,Saint-Paul-de-Varces
745,Le Meinget,SEM:GENMEINGET,45.07973,5.66297,46,Saint-Paul-de-Varces
746,Chambord,SEM:GENCHAMBORD,45.08519,5.66714,46,Varces-Allières-et-Risset
747,La Pommeraie,SEM:GENPOMMERAI,45.08765,5.67206,46,Varces-Allières-et-Risset
748,Les Platanes,SEM:GENPLATANES,45.08933,5.6777,46,Varces-Allières-et-Risset
749,L'Oriel,SEM:GENORIEL,45.08937,5.68355,46,Varces-Allières-et-Risset
750,Rond-Point de l'Europe,SEM:GENRONDEURO,45.09312,5.68375,46,Varces-Allières-et-Risset
751,La Giraudière,SEM:GENGIRAUDIE,45.09503,5.67982,46,Varces-Allières-et-Risset
752,Collège Jules Verne,SEM:GENCITESCOL,45.09546,5.67214,46,Varces-Allières-et-Risset
753,Val d'Allières,SEM:GENVALALLIE,45.1069,5.66532,47,Claix
754,La Chanteraie,SEM:GENCHANTERA,45.11012,5.66548,47,Claix
755,Bellevue,SEM:GENBELLEVUE,45.11196,5.66548,47,Claix
756,Les Taillis,SEM:GENTAILLIS,45.11315,5.66577,47,Claix
757,Les Pampres,SEM:GENPAMPRES,45.11536,5.66589,47,Claix
758,Les Roses,SEM:GENROSES,45.11791,5.66739,47,Claix
759,Boulodrome-Ecole,SEM:GENBOULODRO,45.11962,5.66899,47,Claix
760,Claix Mairie,SEM:GENCLAIXMAI,45.12025,5.67247,47,Claix
761,La Ronzy,SEM:GENRONZY,45.12083,5.67593,47,Claix
762,La Chièze,SEM:GENCHIEZE,45.12118,5.68251,47,Claix
763,Pompidou,SEM:GENPOMPIDOU,45.11993,5.69255,47,Claix
764,Pont Rouge,SEM:GENPTROUGE,45.11832,5.69254,47,Claix
765,Charrières,SEM:GENCHARRIER,45.11599,5.68888,47,Claix
766,Saint-Michel,SEM:GENSAINTMIC,45.11203,5.68452,47,Claix
767,Les Bauches,SEM:GENBAUCHES,45.11083,5.67865,47,Claix
768,Pavillon,SEM:GENPAVILLON,45.1084,5.67425,47,Varces-Allières-et-Risset
769,Risset,SEM:GENRISSET,45.10724,5.67309,47,Varces-Allières-et-Risset
770,Cossey,SEM:GENCOSSEY,45.13895,5.67006,48,Claix
771,Chemin de l'Abbé,SEM:GENCHEABBE,45.13521,5.66842,48,Claix
772,Malhivert,SEM:GENMALHIVER,45.13254,5.66688,48,Claix
773,La Croix Rolland,SEM:GENCRXROLLA,45.1292,5.67128,48,Claix
774,Beau Dunois,SEM:GENBEAU,45.12535,5.67234,48,Claix
775,Les Chaumes,SEM:GENCHAUMES,45.1266,5.67411,48,Claix
776,Vert Sapin,SEM:GENVERT,45.12558,5.67844,48,Claix
777,Les Pérouses,SEM:GENPEROUSES,45.12456,5.67937,48,Claix
778,Moucherotte,SEM:GENMOUCHERO,45.12579,5.68096,48,Claix
779,Les Cimentiers,SEM:GENCIMENTIE,45.13047,5.68357,48,Claix
780,Le Coteau,SEM:GENCOTEAU,45.12669,5.6867,48,Claix
781,La Balmette,SEM:GENBALMETTE,45.12521,5.68811,48,Claix
782,Mémorial,SEM:GENDRAC,45.12265,5.69102,48,Claix
783,Fond Ratel,SEM:GENFONDRATE,45.12215,5.68935,48,Claix
784,Pompidou,SEM:GENPOMPIDOU,45.11993,5.69255,48,Claix
785,Pont Rouge,SEM:GENPTROUGE,45.11832,5.69254,48,Claix
786,Ancienne Gare,SEM:GENANCIGARE,45.15978,5.68178,49,Seyssins
787,Seyssins Village,SEM:GENSEYSVILL,45.15628,5.68128,49,Seyssinet-Pariset
788,Cimetière,SEM:GENCIMESEYP,45.16967,5.68346,49,Seyssinet-Pariset
789,Percevalière,SEM:GENPERCEVAL,45.17016,5.68682,49,Seyssinet-Pariset
790,Tuilerie,SEM:GENTUILERIE,45.16906,5.69215,49,Seyssins
791,Le Prisme,SEM:GENPRISME,45.16639,5.69055,49,Seyssins
792,Parc François Mitterrand,SEM:GENPFMITTER,45.16287,5.6853,49,Seyssins
793,L'Agneau,SEM:GENLAGNEAU,45.1613,5.68296,49,Seyssins
794,Beauvoir,SEM:GENBEAUVOIR,45.15899,5.68325,49,Seyssins
795,Seyssins Village,SEM:GENSEYVILLA,45.15628,5.68128,49,Seyssins
796,Le Priou,SEM:GENLEPRIOU,45.15698,5.6788,49,Seyssins
797,Le Parlement,SEM:GENLEPARL,45.15864,5.67447,49,Seyssins
798,Rue de la Lune,SEM:GENLALUNE,45.15551,5.67222,49,Seyssins
799,Les Côtes,SEM:GENLESCOTES,45.15689,5.6708,49,Seyssins
800,Clinique du Dauphiné,SEM:GENLECELLIE,45.16149,5.67354,49,Seyssins
801,Clinique - Portail,SEM:GENCLINDAU,45.16201,5.67406,49,Seyssins
802,Pariset,SEM:GENPARISE,45.17478,5.65879,49,Seyssinet-Pariset
803,Collège Fleming,SEM:GENCOLFLE,45.20302,5.66953,50,Sassenage
804,La Poya,SEM:GENLAPOYA,45.19709,5.67222,50,Fontaine
805,Les Pies,SEM:GENLESPIES,45.19957,5.66989,50,Sassenage
806,Pré Fleury,SEM:GENPREFLEUR,45.20183,5.66763,50,Sassenage
807,Trefforine,SEM:GENTREFFORI,45.20446,5.66499,50,Sassenage
808,Place de la Libération,SEM:GENPLIBERAT,45.20682,5.66281,50,Sassenage
809,Château de Sassenage,SEM:GENCHATSASS,45.21224,5.66167,50,Sassenage
810,Blanc Fontaine,SEM:GENBLANCFON,45.21064,5.65625,50,Sassenage
811,Les Chênes,SEM:GENCHENES,45.21809,5.65343,50,Sassenage
812,Les Parcs,SEM:GENPARCS,45.21658,5.652,50,Sassenage
813,Rivoire de la Dame,SEM:GENRIVOIRE,45.21493,5.65169,50,Sassenage
814,Mollard Pichon,SEM:GENMOLLARDP,45.21361,5.65249,50,Sassenage
815,Château de Beaurevoir,SEM:GENCHATBEAU,45.21234,5.65202,50,Sassenage
816,Vieux donjon,SEM:GENVIEUXDON,45.21138,5.64977,50,Sassenage
817,Beaurevoir,SEM:GENBEAUREVO,45.21009,5.64861,50,Sassenage
818,Les Côtes,SEM:GENCOTESASS,45.21006,5.64749,50,Sassenage
819,La Dent du Loup,SEM:GENDENT,45.21285,5.64587,50,Sassenage
820,Saint Egrève Gare,SEM:GENSTEGVGAR,45.23531,5.67151,51,Saint-Égrève
821,Les Bonnais,SEM:GENBONNAIS,45.24058,5.67257,51,Saint-Égrève
822,Karben,SEM:GENKARBEN,45.24235,5.67093,51,Saint-Égrève
823,Cap 38,SEM:GENCAP38,45.24018,5.66619,51,Saint-Égrève
824,Praparis - Les Roses,SEM:GENPRAPAROS,45.23226,5.64503,51,Noyarey
825,Chaulnes,SEM:GENCHAULNES,45.23655,5.63811,51,Noyarey
826,Saint-Jean,SEM:GENNOYARSTJ,45.23891,5.63425,51,Noyarey
827,Bascule,SEM:GENNOYARBAS,45.24292,5.63217,51,Noyarey
828,Le Ruisset,SEM:GENRUISSET,45.25007,5.63156,51,Noyarey
829,La Cuche,SEM:GENLACUCHE,45.25606,5.62814,51,Veurey-Voroize
830,Iles Cordées,SEM:GENILESCORD,45.25971,5.62608,51,Veurey-Voroize
831,Perrières,SEM:GENPERIERES,45.26209,5.6247,51,Veurey-Voroize
832,Les Echalières,SEM:GENECHALIER,45.26824,5.61944,51,Veurey-Voroize
833,La Rive,SEM:GENVEUREYRI,45.26981,5.61825,51,Veurey-Voroize
834,Veurey Eglise,SEM:GENVEUREYEG,45.27225,5.61564,51,Veurey-Voroize
835,Veurey Mairie,SEM:GENVEUREYMA,45.27292,5.61302,51,Veurey-Voroize
836,Le Béryl,SEM:GENBERYL,45.2748,5.61283,51,Veurey-Voroize
837,Petit Châtelard,SEM:GENPTCHATEL,45.27608,5.61213,51,Veurey-Voroize
838,Les Marronniers,SEM:GENMARRONNI,45.27636,5.61105,51,Veurey-Voroize
839,Chemin du Parc,SEM:GENCHATEAUX,45.27449,5.60613,51,Veurey-Voroize
840,Châtelard,SEM:GENCHATELAR,45.27353,5.60481,51,Veurey-Voroize
841,Oxford,SEM:GENPRESQUIL,45.20613,5.6994,54,Grenoble
842,Martyrs - Résistance,SEM:GENMARESIST,45.2081,5.69661,54,Grenoble
843,Chamechaude,SEM:GENCHAMECHA,45.2051,5.68348,54,Sassenage
844,Maladière,SEM:GENMALADIER,45.20773,5.68048,54,Sassenage
845,François Blumet,SEM:GENFRBLUMET,45.20966,5.677,54,Sassenage
846,Complexe Sportif,SEM:GENCOMPLEXE,45.21142,5.67272,54,Sassenage
847,L'Ovalie,SEM:GENOVALIE,45.20967,5.66695,54,Sassenage
848,Le Gua,SEM:GENLEGUA,45.20969,5.66443,54,Sassenage
849,Château de Sassenage,SEM:GENCHATSASS,45.21224,5.66167,54,Sassenage
850,La Rollandière,SEM:GENROLLANDI,45.21501,5.66112,54,Sassenage
851,Les Engenières,SEM:GENENGENIER,45.2196,5.66022,54,Sassenage
852,Praparis Usine,SEM:GENPRAPARIS,45.22925,5.6497,54,Sassenage
853,Cap 38,SEM:GENCAP38,45.24018,5.66619,54,Saint-Égrève
854,Karben,SEM:GENKARBEN,45.24235,5.67093,54,Saint-Égrève
855,Les Bonnais,SEM:GENBONNAIS,45.24058,5.67257,54,Saint-Égrève
856,Saint Egrève Gare,SEM:GENSTEGVGAR,45.23531,5.67151,54,Saint-Égrève
857,Vence EcoParc,SEM:GENVENCEECO,45.22773,5.66846,54,Saint-Égrève
858,Pont de Vence,SEM:GENPTVENCE,45.23009,5.6823,54,Saint-Égrève
859,Col de Clémencières,SEM:GENCOLCLEME,45.23437,5.72578,55,Saint-Martin-le-Vinoux
860,Ripaillère,SEM:GENRIPAILLE,45.22682,5.72078,55,Saint-Martin-le-Vinoux
861,Gatinet,SEM:GENLEGATINE,45.22453,5.71878,55,Saint-Martin-le-Vinoux
862,La Buisseratière,SEM:GENBUIS,45.22308,5.71778,55,Saint-Martin-le-Vinoux
863,La Rivoire,SEM:GENLARIVOIR,45.22001,5.71507,55,Saint-Martin-le-Vinoux
864,La Banchardière,SEM:GENBANCHARD,45.21726,5.71279,55,Saint-Martin-le-Vinoux
865,Narbonne,SEM:GENNARBONNE,45.21398,5.71026,55,Saint-Martin-le-Vinoux
866,L'Hermitage,SEM:GENLHERMITA,45.21501,5.70418,55,Saint-Martin-le-Vinoux
867,Canet,SEM:GENCHEMI,45.21055,5.70612,55,Saint-Martin-le-Vinoux
868,Clos Gérard Gruel,SEM:GENCLOSGRUE,45.20968,5.71052,55,Saint-Martin-le-Vinoux
869,Clos Saint-Martin,SEM:GENCLOSSTMA,45.20503,5.71402,55,Saint-Martin-le-Vinoux
870,16 Août 1944,SEM:GENGUERIMAN,45.20414,5.71545,55,Saint-Martin-le-Vinoux
871,Résistance,SEM:GEN16AOUT44,45.20341,5.71433,55,Saint-Martin-le-Vinoux
872,Conrad Kilian,SEM:GENCONRADKI,45.20592,5.70944,55,Saint-Martin-le-Vinoux
873,Saint-Martin-le-Vinoux Hôtel de Ville,SEM:GENMAIRIESM,45.20826,5.70685,55,Saint-Martin-le-Vinoux
874,Collège Chartreuse,SEM:GENCOLCHART,45.21784,5.69096,55,Saint-Martin-le-Vinoux
875,Collège Chartreuse,SEM:GENCOLCHART,45.21784,5.69096,56,Saint-Martin-le-Vinoux
876,Saint-Martin-le-Vinoux Hôtel de Ville,SEM:GENMAIRIESM,45.20826,5.70685,56,Saint-Martin-le-Vinoux
877,Conrad Kilian,SEM:GENCONRADKI,45.20592,5.70944,56,Saint-Martin-le-Vinoux
878,Casamaures - Village,SEM:GENCASAVILL,45.19902,5.71747,56,Grenoble
879,Résistance,SEM:GEN16AOUT44,45.20341,5.71433,56,Saint-Martin-le-Vinoux
880,16 Août 1944,SEM:GENGUERIMAN,45.20414,5.71545,56,Saint-Martin-le-Vinoux
881,Place du Village,SEM:GENSMVINOUX,45.20387,5.71634,56,Saint-Martin-le-Vinoux
882,Les Fauvettes,SEM:GENLESFAUVE,45.20589,5.71784,56,Saint-Martin-le-Vinoux
883,Le Reposoir,SEM:GENREPOSOIR,45.20945,5.71644,56,Saint-Martin-le-Vinoux
884,Les Combes,SEM:GENLESCOMBE,45.20964,5.718,56,Saint-Martin-le-Vinoux
885,Hôtel Bellevue,SEM:GENHOTELBEL,45.21153,5.71775,56,Saint-Martin-le-Vinoux
886,La Gomma,SEM:GENLAGOMMA,45.21513,5.71914,56,Saint-Martin-le-Vinoux
887,Mas Caché,SEM:GENLEMASGAC,45.2177,5.72187,56,Saint-Martin-le-Vinoux
888,Lachal,SEM:GENLACHAL,45.22242,5.72475,56,Saint-Martin-le-Vinoux
889,Levetière,SEM:GENLEVETIER,45.22629,5.72548,56,Saint-Martin-le-Vinoux
890,Col de Clémencières,SEM:GENCOLCLEME,45.23437,5.72578,56,Saint-Martin-le-Vinoux
891,Roudier,SEM:GENROUDIER,45.24812,5.73164,56,Quaix-en-Chartreuse
892,Sous La Frette,SEM:GENSOUSFRET,45.25036,5.73532,56,Quaix-en-Chartreuse
893,Bas de Mont-Quaix,SEM:GENBASMONT,45.25288,5.74174,56,Quaix-en-Chartreuse
894,Mont-Quaix,SEM:GENMONTQUAI,45.25575,5.74284,56,Quaix-en-Chartreuse
895,Fontvieille,SEM:GENFONVIEIL,45.2592,5.7449,56,Quaix-en-Chartreuse
896,La Cime de Mont-Quaix,SEM:GENCIMEMONT,45.25733,5.74609,56,Quaix-en-Chartreuse
897,Pablo Neruda,SEM:GENPABLONER,45.17395,5.76074,59,Saint-Martin-d'Hères
898,Hautes Vues,SEM:GENHAUT,45.163,5.83953,59,Saint-Martin-d'Uriage
899,Lotissement La Noyarey,SEM:GENLOTI,45.16166,5.84281,59,Saint-Martin-d'Uriage
900,Le Penet,SEM:GENPENET,45.15872,5.84837,59,Saint-Martin-d'Uriage
901,Carrefour du Replat,SEM:GENCARRE,45.16155,5.85101,59,Saint-Martin-d'Uriage
902,Le Pinet d'Uriage,SEM:GENPINET,45.16524,5.84899,59,Saint-Martin-d'Uriage
903,Les Valets,SEM:GENVALET,45.16749,5.85808,59,Saint-Martin-d'Uriage
904,Izards Patte d'Oie,SEM:GENISAR,45.16887,5.86486,59,Saint-Martin-d'Uriage
905,La Croix de Pinet,SEM:GENCROI,45.17245,5.87398,59,Saint-Martin-d'Uriage
906,Le Rocharey,SEM:GENROCH,45.17497,5.87056,59,Saint-Martin-d'Uriage
907,Corps d'Uriage,SEM:GENCORP,45.17815,5.86484,59,Saint-Martin-d'Uriage
908,La Pérérée,SEM:GENPERE,45.17626,5.86102,59,Saint-Martin-d'Uriage
909,La Chenevarie,SEM:GENCHENE,45.17334,5.85764,59,Saint-Martin-d'Uriage
910,Le Rossin,SEM:GENRONS,45.17026,5.85419,59,Saint-Martin-d'Uriage
911,Hameau Le Faux,SEM:GENFAUX,45.17162,5.84658,59,Saint-Martin-d'Uriage
912,Combeloup,SEM:GENCOMB,45.1697,5.84306,59,Saint-Martin-d'Uriage
913,La Ronzière,SEM:GENRONZ,45.16881,5.84064,59,Saint-Martin-d'Uriage
914,Saint Nizier d'Uriage,SEM:GENSNU,45.16418,5.83474,59,Saint-Martin-d'Uriage
915,Le Chapon,SEM:GENLECHAPON,45.17096,5.82185,59,Venon
916,Les Puis,SEM:GENPUIS,45.17206,5.81643,59,Venon
917,Le Reynet,SEM:GENLEREYNET,45.16989,5.81322,59,Venon
918,Sous-Perroud,SEM:GENSOUSPERO,45.1703,5.81077,59,Venon
919,Le Perroud,SEM:GENLEPERROU,45.17245,5.81036,59,Venon
920,Cul Froid,SEM:GENCULFROID,45.17006,5.80858,59,Venon
921,La Chênaie,SEM:GENLACHENAI,45.17051,5.80746,59,Venon
922,Venon Mairie,SEM:GENVENONMAI,45.17165,5.80482,59,Venon
923,La Ville,SEM:GENLAVILLE,45.17409,5.80262,59,Venon
924,La Serralière,SEM:GENLASERRAL,45.17283,5.79806,59,Venon
925,La Frênaie,SEM:GENFRENAIE,45.17338,5.79514,59,Venon
926,La Faurie,SEM:GENLAFAURIE,45.17542,5.79467,59,Venon
927,Pont de Venon,SEM:GENPONTDEV,45.17823,5.79043,59,Gières
928,Edelweiss,SEM:GENEDELWEIS,45.18149,5.78755,59,Gières
929,Gières Gare - Universités,SEM:GENGIERGARE,45.18528,5.78458,59,Gières
930,Le Chamandier,SEM:GENLECHAMAN,45.18186,5.78095,59,Gières
931,Planfay Haut,SEM:GENPLANFAY,45.27874,5.71787,60,Proveysieux
932,Planfay Combaleyre,SEM:GENCOMBALEY,45.27742,5.71585,60,Proveysieux
933,Planfay Bas,SEM:GENPLANF,45.27869,5.71357,60,Proveysieux
934,Pomarey,SEM:GENPOMAREY,45.28232,5.71079,60,Proveysieux
935,Pomarey Bas,SEM:GENPOMAR,45.28045,5.70961,60,Proveysieux
936,Savoyardière,SEM:GENSAVOY,45.27833,5.70833,60,Proveysieux
937,Pont du Gua,SEM:GENEGREGUA,45.27608,5.70727,60,Proveysieux
938,Le Bazeau,SEM:GENBAZE,45.26586,5.6998,60,Proveysieux
939,Proveysieux Village,SEM:GENEGRECOLE,45.26335,5.69973,60,Proveysieux
940,La Chiaise,SEM:GENCHIAISE,45.26117,5.69831,60,Proveysieux
941,Le Mollard,SEM:GENEGREMOLL,45.25822,5.69591,60,Proveysieux
942,Moretière,SEM:GENMORE,45.25405,5.69438,60,Proveysieux
943,Garcinière,SEM:GENRIGAU,45.25164,5.69488,60,Proveysieux
944,Bellevue,SEM:GENBELLEVU,45.24406,5.69244,60,Saint-Égrève
945,Champy,SEM:GENCHAMPY,45.23991,5.69158,60,Saint-Égrève
946,Chemin Vert,SEM:GENCHEMVER,45.2366,5.69236,60,Saint-Égrève
947,Collège Barnave,SEM:GENBARNA,45.23097,5.69175,60,Saint-Égrève
948,Chemin Fiancey,SEM:GENFIANCEY,45.22864,5.69171,60,Saint-Égrève
949,Muret,SEM:GENMURET,45.22618,5.68616,60,Saint-Égrève
950,Muret,SEM:GENMURET,45.22618,5.68616,61,Saint-Égrève
951,Chemin Fiancey,SEM:GENFIANCEY,45.22864,5.69171,61,Saint-Égrève
952,Collège Barnave,SEM:GENBARNA,45.23097,5.69175,61,Saint-Égrève
953,Chemin Vert,SEM:GENCHEMVER,45.2366,5.69236,61,Saint-Égrève
954,Champy,SEM:GENCHAMPY,45.23991,5.69158,61,Saint-Égrève
955,Grange Haute,SEM:GENGRANG,45.24558,5.69563,61,Saint-Égrève
956,Le Bas de Quaix,SEM:GENBASQUAIX,45.25399,5.70142,61,Quaix-en-Chartreuse
957,Route de Saint-Egrève,SEM:GENROUSTEGR,45.25488,5.7048,61,Quaix-en-Chartreuse
958,Le Barbet,SEM:GENBARBET,45.25801,5.70815,61,Quaix-en-Chartreuse
959,Bas de Petesset,SEM:GENBASPET,45.25635,5.71059,61,Quaix-en-Chartreuse
960,Quaix-en-Chartreuse Place,SEM:GENPLACEQUA,45.25319,5.71732,61,Quaix-en-Chartreuse
961,Quaix-en-Chartreuse Village,SEM:GENECOLE,45.25346,5.71992,61,Quaix-en-Chartreuse
