,name,Code,lat,lon,ligne,ville
311,Championnet,SEM:GENCHAMPION,45.18554,5.72318,12,Grenoble
312,Condorcet,SEM:GENCONDORCE,45.18553,5.71823,12,Grenoble
313,Chorier - Condorcet,SEM:GENCHORCOND,45.18593,5.71744,12,Grenoble
314,Chorier - Saint-Bruno,SEM:GENSTBRUNNC,45.18592,5.71403,12,Grenoble
315,D'Alembert,SEM:GENALEMBERT,45.18422,5.71064,12,Grenoble
316,Groupe Hospitalier Mutualiste,SEM:GENCLINMUT,45.18126,5.71028,12,Grenoble
317,Vallier - Docteur Calmette,SEM:GENDRCALME,45.18013,5.71077,12,Grenoble
318,Champs-Elysées,SEM:GENCHAMPSEL,45.17794,5.71025,12,Grenoble
319,Salengro,SEM:GENSALENGRO,45.17566,5.70887,12,Grenoble
320,Henri Dunant,SEM:GENHDUNANT,45.17441,5.7083,12,Grenoble
321,Docteur Schweitzer,SEM:GENDRSCHWEI,45.17245,5.70632,12,Grenoble
322,Anatole France,SEM:GENANATFRAN,45.17186,5.70495,12,Grenoble
323,Cité Paul Mistral,SEM:GENCITEPMIS,45.16855,5.70479,12,Grenoble
324,Bachelard,SEM:GENBACHELAR,45.16681,5.70594,12,Grenoble
325,Stade Lesdiguières,SEM:GENSTADLESD,45.16429,5.71097,12,Grenoble
326,Verlaine,SEM:GENVERLAINE,45.16193,5.71613,12,Grenoble
327,Maison des Anciens,SEM:GENMAISANCI,45.15975,5.72325,12,Grenoble
328,Edmond Esmonin,SEM:GENEDMOESMO,45.15937,5.72662,12,Grenoble
329,Grand'place,SEM:GENGRDPLACE,45.15893,5.73179,12,Grenoble
330,Raymond Chanas,SEM:GENRAYCHANA,45.15968,5.73822,12,Grenoble
331,Les Géants,SEM:GENPLGEANTS,45.16115,5.73994,12,Grenoble
332,Les Saules,SEM:GENSAULES,45.16188,5.74176,12,Eybens
333,Maisons Neuves,SEM:GENMAISNEUV,45.16491,5.74252,12,Eybens
334,Cimetière Intercommunal,SEM:GENPREMOL,45.15752,5.76412,13,Poisat
335,Centre Socio-Culturel,SEM:GENCENSOCIO,45.15886,5.75948,13,Poisat
336,Robespierre,SEM:GENROBESPIE,45.15985,5.75718,13,Poisat
337,Bel Air,SEM:GENBELAIR,45.16106,5.75525,13,Eybens
338,Le Marais,SEM:GENLEMARAIS,45.16412,5.75044,13,Saint-Martin-d'Hères
339,Paul Eluard,SEM:GENPAULELUA,45.16512,5.74887,13,Saint-Martin-d'Hères
340,Pierre Loti,SEM:GENPIERRELO,45.16664,5.74646,13,Saint-Martin-d'Hères
341,Léon Jouhaux,SEM:GENLEONJOUH,45.169,5.74444,13,Grenoble
342,Paul Cocat,SEM:GENPAULCOCA,45.17226,5.74478,13,Grenoble
343,André Argouges,SEM:GENARGOUGES,45.17537,5.74447,13,Grenoble
344,Suzanne Noël - Les Bains,SEM:GENLESBAINS,45.17821,5.74264,13,Grenoble
345,Edison,SEM:GENEDISON,45.18183,5.74091,13,Grenoble
346,Clémenceau,SEM:GENCLEMENCE,45.18388,5.74107,13,Grenoble
347,Auguste Ravier,SEM:GENAUGURAVI,45.18399,5.73965,13,Grenoble
348,Driant,SEM:GENDRIANT,45.18228,5.7341,13,Grenoble
349,Chavant,SEM:GENCHAVANT,45.18466,5.73177,13,Grenoble
350,Docteur Martin,SEM:GENDRMARTIN,45.18731,5.72728,13,Grenoble
351,Verdun - Préfecture,SEM:GENVERDUN,45.1883,5.73144,13,Grenoble
352,Mutualité,SEM:GENMUTUALIT,45.19046,5.73663,13,Grenoble
353,Saint-Roch,SEM:GENSTROCH,45.19129,5.73851,13,Grenoble
354,Cimetière du Grand Sablon,SEM:GENCIMETIGS,45.19247,5.74534,13,La Tronche
355,Hôpital Michallon,SEM:GENHOPMICHA,45.19714,5.74758,13,La Tronche
356,La Tronche Hôpital,SEM:GENTRONCHOP,45.20123,5.74184,13,La Tronche
357,Commandant Nal,SEM:GENCOMMANAL,45.20324,5.74535,13,La Tronche
358,Musée Hébert,SEM:GENMUSHEBER,45.20564,5.74888,13,La Tronche
359,Centre Théologique,SEM:GENCENTHEOL,45.20617,5.75215,13,La Tronche
360,Le Cèdre,SEM:GENCEDRE,45.20783,5.75552,13,Corenc
361,Jules Flandrin,SEM:GENJFLANDRI,45.20854,5.75845,13,Meylan
362,Grésivaudan,SEM:GENGRESIVAU,45.20997,5.76177,13,Corenc
363,Place de la Louisiane,SEM:GENPLALOUIS,45.20876,5.76321,13,Meylan
364,Aiguinards-Hexagone,SEM:GENAIGUIHEX,45.20556,5.76449,13,Meylan
365,La Revirée,SEM:GENREVIREE,45.20733,5.76796,13,Meylan
366,Faculté de Pharmacie,SEM:GENFACPHARM,45.2115,5.77392,13,Meylan
367,Lycée du Grésivaudan - Bachais,SEM:GENLYCBACHA,45.21416,5.7791,13,Meylan
368,Lycée du Grésivaudan,SEM:GENLYCGRESI,45.2134,5.78085,13,Meylan
369,Verdun - Préfecture,SEM:GENVERDUN,45.1883,5.73144,14,Grenoble
370,Bir Hakeim,SEM:GENBIRHAKEI,45.18886,5.73639,14,Grenoble
371,Flandrin - Valmy,SEM:GENVALMY,45.18719,5.7448,14,Grenoble
372,Croix Rouge,SEM:GENCROIXROU,45.18558,5.7479,14,Saint-Martin-d'Hères
373,Gay,SEM:GENGAY,45.18479,5.75086,14,Saint-Martin-d'Hères
374,Maison Communale,SEM:GENMAISONCO,45.18412,5.75414,14,Saint-Martin-d'Hères
375,Cité Labeye,SEM:GENCITELABE,45.18234,5.7598,14,Saint-Martin-d'Hères
376,Portail Rouge,SEM:GENPORTAILR,45.1814,5.76347,14,Saint-Martin-d'Hères
377,Coli,SEM:GENCOLI,45.18073,5.76596,14,Saint-Martin-d'Hères
378,Elsa Triolet,SEM:GENELSATRIO,45.17958,5.77015,14,Saint-Martin-d'Hères
379,Galochère,SEM:GENGALOCHER,45.17878,5.77315,14,Saint-Martin-d'Hères
380,Anguisses,SEM:GENANGUISSE,45.17782,5.77786,14,Saint-Martin-d'Hères
381,Roseraie,SEM:GENROSERAIE,45.17901,5.78101,14,Gières
382,Edelweiss,SEM:GENEDELWEIS,45.18149,5.78755,14,Gières
383,Gières Gare - Universités,SEM:GENGIERGARE,45.18528,5.78458,14,Gières
384,Les Arnauds,SEM:GENARNAUDS,45.20683,5.84788,15,Domène
385,René Cassin,SEM:GENRENECASS,45.2045,5.84416,15,Domène
386,Chenevières,SEM:GENCHENEVIE,45.20673,5.82734,15,Domène
387,Les Vernes,SEM:GENVERNES,45.20713,5.83398,15,Domène
388,Le Prieuré,SEM:GENPRIEURE,45.20489,5.83576,15,Domène
389,Domène Mairie,SEM:GENDOMENEMA,45.20152,5.83821,15,Domène
390,Coubertin,SEM:GENCOUBERTI,45.20004,5.83528,15,Domène
391,L'Oratoire,SEM:GENORATOIRE,45.19819,5.83412,15,Domène
392,Les Mortes,SEM:GENMORTES,45.19635,5.82887,15,Domène
393,Les Rivets,SEM:GENRIVETS,45.19482,5.82455,15,Murianette
394,La Briot,SEM:GENBRIOT,45.19299,5.81948,15,Murianette
395,Le Bourg,SEM:GENBOURG,45.19187,5.81647,15,Murianette
396,La Perrière,SEM:GENPERRIERE,45.18935,5.81079,15,Gières
397,Le Japin,SEM:GENLEJAPIN,45.18746,5.80706,15,Gières
398,Champrondet,SEM:GENCHAMPRON,45.18578,5.80285,15,Gières
399,Pied de Gières,SEM:GENPIEDGIER,45.18388,5.79852,15,Gières
400,Place de la République,SEM:GENPLREPUBL,45.18209,5.79257,15,Gières
401,Edelweiss,SEM:GENEDELWEIS,45.18149,5.78755,15,Gières
402,Le Sonnant,SEM:GENSONNANT,45.18161,5.78271,15,Gières
403,Porte du Grésivaudan,SEM:GENPORTGRES,45.18253,5.77665,15,Saint-Martin-d'Hères
404,Champ Roman,SEM:GENCHAMPROM,45.18438,5.76824,15,Saint-Martin-d'Hères
405,Clinique Belledonne,SEM:GENCLINBELD,45.18598,5.76095,15,Saint-Martin-d'Hères
406,Neyrpic - Belledonne,SEM:GENNEYRBELL,45.18669,5.75716,15,Saint-Martin-d'Hères
407,Péri - Brossolette,SEM:GENPERIBROS,45.18771,5.75142,15,Saint-Martin-d'Hères
408,Flandrin - Valmy,SEM:GENVALMY,45.18719,5.7448,15,Grenoble
409,Bir Hakeim,SEM:GENBIRHAKEI,45.18886,5.73639,15,Grenoble
410,Verdun - Préfecture,SEM:GENVERDUN,45.1883,5.73144,15,Grenoble
411,Lycée du Grésivaudan,SEM:GENLYCGRESI,45.2134,5.78085,16,Meylan
412,Les Mûriers,SEM:GENMURIERS,45.21549,5.77954,16,Meylan
413,Haut-Meylan,SEM:GENHTMEYLAN,45.21798,5.77913,16,Meylan
414,La Foy,SEM:GENLAFOY,45.2171,5.77634,16,Meylan
415,Buclos,SEM:GENBUCLOS,45.21581,5.77226,16,Corenc
416,Les Oiseaux,SEM:GENOISEAUX,45.21506,5.76867,16,Corenc
417,Eygala,SEM:GENEYGALA,45.21385,5.76461,16,Corenc
418,Montfleury,SEM:GENMONTFLEU,45.21204,5.75709,16,Corenc
419,Corenc Mairie,SEM:GENCORENCMA,45.20974,5.75272,16,Corenc
420,Croix de Montfleury,SEM:GENCXMONTFL,45.20879,5.74934,16,Corenc
421,Grande Tronche,SEM:GENGDTRONCH,45.20704,5.74578,16,La Tronche
422,Jules Rey,SEM:GENJULESREY,45.20658,5.74278,16,La Tronche
423,Bastille,SEM:GENBASTILLE,45.20444,5.7376,16,La Tronche
424,Petite Tronche,SEM:GENPTTRONCH,45.20195,5.73416,16,La Tronche
425,Saint-Laurent,SEM:GENSTLAUREN,45.19802,5.73257,16,Grenoble
426,Xavier Jouvin,SEM:GENXAVJOUVI,45.1956,5.73009,16,Grenoble
427,Notre-Dame - Musée,SEM:GENNOTREDAM,45.19358,5.73214,16,Grenoble
428,Hôtel de Police,SEM:GENHOPOLICE,45.1941,5.73571,16,Grenoble
429,Saint-Roch,SEM:GENSTROCH,45.19129,5.73851,16,Grenoble
430,Mutualité,SEM:GENMUTUALIT,45.19046,5.73663,16,Grenoble
431,Verdun - Préfecture,SEM:GENVERDUN,45.1883,5.73144,16,Grenoble
432,Docteur Martin,SEM:GENDRMARTIN,45.18731,5.72728,16,Grenoble
433,Caserne de Bonne,SEM:GENCASBONNE,45.18506,5.72533,16,Grenoble
434,Gustave Rivet,SEM:GENGUSTRIVE,45.1817,5.72783,16,Grenoble
435,Rue des Déportés,SEM:GENDEPORTES,45.17829,5.72771,16,Grenoble
436,Capuche,SEM:GENCAPUCHE,45.17614,5.72539,16,Grenoble
437,Eugène Sue,SEM:GENEUGENESU,45.17284,5.72476,16,Grenoble
438,Clos d'Or,SEM:GENCLOSDOR,45.16955,5.72321,16,Grenoble
439,Massenet,SEM:GENMASSENET,45.16771,5.72108,16,Grenoble
440,Beauvert,SEM:GENBEAUVERT,45.16417,5.71792,16,Grenoble
441,Verlaine,SEM:GENVERLAINE,45.16193,5.71613,16,Grenoble
442,Les Essarts,SEM:GENLESESSAR,45.1593,5.71376,16,Grenoble
443,Monmousseau,SEM:GENMONMOUSS,45.15354,5.71188,16,Échirolles
444,Grugliasco,SEM:GENGRUGLIAS,45.15127,5.70946,16,Échirolles
445,Les Glières,SEM:GENGLIERES,45.14962,5.71167,16,Échirolles
446,Paul Héroult,SEM:GENPHEROULT,45.14728,5.71347,16,Échirolles
447,Marie Curie,SEM:GENMARIECUR,45.14523,5.71704,16,Échirolles
448,Auguste Delaune,SEM:GENADELAUNE,45.14292,5.71527,16,Échirolles
449,Auguste Ferrier,SEM:GENAUGUFERR,45.14483,5.70962,16,Échirolles
450,Bayard,SEM:GENBAYARD,45.14591,5.70478,16,Échirolles
451,Colonel Manhès,SEM:GENCOLMANHE,45.14647,5.70177,16,Échirolles
452,Danielle Casanova,SEM:GENCASANOVA,45.14448,5.70071,16,Échirolles
453,Vassieux,SEM:GENVASSIEUX,45.14303,5.70002,16,Échirolles
454,Gendarmerie,SEM:GENLALUIRE,45.14003,5.69852,16,Le Pont-de-Claix
455,Denis Papin,SEM:GENDENPAPIN,45.13832,5.71307,16,Échirolles
456,Collège Pablo Picasso,SEM:GENPABLOPIC,45.14464,5.69816,16,Échirolles
457,Garlettes,SEM:GENGARLETTE,45.14748,5.67773,19,Seyssins
458,Seyssins Village,SEM:GENSEYVILLA,45.15628,5.68128,19,Seyssins
459,Garlettes,SEM:GENCIMETIGA,45.14524,5.67678,19,Seyssins
460,Henri Rey,SEM:GENHENRIREY,45.1474,5.67773,19,Seyssins
461,Pré Nouvel,SEM:GENPRENOUVE,45.15141,5.68039,19,Seyssins
462,L'Argoud,SEM:GENARGOUD,45.15433,5.68029,19,Seyssins
463,Seyssins Village,SEM:GENSEYSVILL,45.15628,5.68128,19,Seyssinet-Pariset
464,Ancienne Gare,SEM:GENANCIGARE,45.15978,5.68178,19,Seyssins
465,Les Combes,SEM:GENLECOMB,45.16807,5.67875,19,Seyssinet-Pariset
466,Seyssinet Village,SEM:GENSNETVILA,45.17052,5.68074,19,Seyssinet-Pariset
467,Belvédère,SEM:GENBELVEDER,45.1765,5.68821,19,Seyssinet-Pariset
468,Murailles,SEM:GENLAMURAIL,45.17825,5.69178,19,Seyssinet-Pariset
469,Bouchayer - Hôtel de Ville,SEM:GENBOUCHDV,45.18077,5.69437,19,Seyssinet-Pariset
470,Aristide Bergès,SEM:GENARBERGES,45.18551,5.69465,19,Seyssinet-Pariset
471,Louis Maisonnat,SEM:GENMAISONNA,45.18912,5.69409,19,Fontaine
472,Curie - Vercors,SEM:GENCURIVERC,45.19188,5.69505,19,Fontaine
473,Rue Pasteur,SEM:GENRUEPASTE,45.19421,5.69473,19,Fontaine
474,Place du Marché Cachin,SEM:GENPLACMARC,45.19588,5.69065,19,Fontaine
475,Jules Guesde,SEM:GENJULESGUE,45.19791,5.68878,19,Fontaine
476,Les Écrins,SEM:GENECRINS,45.19753,5.68631,19,Fontaine
477,Marat,SEM:GENMARAT,45.19915,5.68284,19,Fontaine
478,Rue des Alpes,SEM:GENRUEALPES,45.19799,5.68087,19,Fontaine
479,Gérard Philipe,SEM:GENGERARPHI,45.19647,5.67704,19,Fontaine
480,La Poya,SEM:GENLAPOYA,45.19709,5.67222,19,Fontaine
481,Les Pies,SEM:GENLESPIES,45.19957,5.66989,19,Sassenage
482,Pré Fleury,SEM:GENPREFLEUR,45.20183,5.66763,19,Sassenage
483,Trefforine,SEM:GENTREFFORI,45.20446,5.66499,19,Sassenage
484,Place de la Libération,SEM:GENPLIBERAT,45.20682,5.66281,19,Sassenage
485,Le Gua,SEM:GENLEGUA,45.20969,5.66443,19,Sassenage
486,L'Ovalie,SEM:GENOVALIE,45.20967,5.66695,19,Sassenage
487,La Rive,SEM:GENVEUREYRI,45.26981,5.61825,20,Veurey-Voroize
488,Les Echalières,SEM:GENECHALIER,45.26824,5.61944,20,Veurey-Voroize
489,Perrières,SEM:GENPERIERES,45.26209,5.6247,20,Veurey-Voroize
490,Iles Cordées,SEM:GENILESCORD,45.25971,5.62608,20,Veurey-Voroize
491,La Cuche,SEM:GENLACUCHE,45.25606,5.62814,20,Veurey-Voroize
492,Le Ruisset,SEM:GENRUISSET,45.25007,5.63156,20,Noyarey
493,Bascule,SEM:GENNOYARBAS,45.24292,5.63217,20,Noyarey
494,Saint-Jean,SEM:GENNOYARSTJ,45.23891,5.63425,20,Noyarey
495,Chaulnes,SEM:GENCHAULNES,45.23655,5.63811,20,Noyarey
496,Praparis - Les Roses,SEM:GENPRAPAROS,45.23226,5.64503,20,Noyarey
497,Praparis Usine,SEM:GENPRAPARIS,45.22925,5.6497,20,Sassenage
498,Les Engenières,SEM:GENENGENIER,45.2196,5.66022,20,Sassenage
499,La Rollandière,SEM:GENROLLANDI,45.21501,5.66112,20,Sassenage
500,Château de Sassenage,SEM:GENCHATSASS,45.21224,5.66167,20,Sassenage
501,Place de la Libération,SEM:GENPLIBERAT,45.20682,5.66281,20,Sassenage
502,Trefforine,SEM:GENTREFFORI,45.20446,5.66499,20,Sassenage
503,Pré Fleury,SEM:GENPREFLEUR,45.20183,5.66763,20,Sassenage
504,Les Pies,SEM:GENLESPIES,45.19957,5.66989,20,Sassenage
505,La Poya,SEM:GENLAPOYA,45.19709,5.67222,20,Fontaine
506,Ancienne Mairie,SEM:GENANCIEMAI,45.19272,5.67806,20,Fontaine
507,Jean Prévost,SEM:GENJEANPREV,45.18955,5.68276,20,Fontaine
508,Karl Marx,SEM:GENKARLMARX,45.18652,5.68729,20,Fontaine
509,Bergès - Vercors,SEM:GENBERGVERC,45.18417,5.69071,20,Seyssinet-Pariset
510,Les Iles,SEM:GENLESILES,45.1841,5.69716,20,Seyssinet-Pariset
511,Seyssinet-Pariset Hôtel de Ville,SEM:GENSEYHDV,45.18032,5.69707,20,Seyssinet-Pariset
512,Garlettes,SEM:GENGARLETTE,45.14748,5.67773,21,Seyssins
513,Pont Rouge,SEM:GENPTROUGE,45.11832,5.69254,21,Claix
514,Pompidou,SEM:GENPOMPIDOU,45.11993,5.69255,21,Claix
515,La Chièze,SEM:GENCHIEZE,45.12118,5.68251,21,Claix
516,La Ronzy,SEM:GENRONZY,45.12083,5.67593,21,Claix
517,Claix Mairie,SEM:GENCLAIXMAI,45.12025,5.67247,21,Claix
518,Poste,SEM:GENPOSTE,45.1211,5.67214,21,Claix
519,Furonnières,SEM:GENFURONNIE,45.12596,5.67131,21,Claix
520,La Croix Rolland,SEM:GENCRXROLLA,45.1292,5.67128,21,Claix
521,Col de Comboire,SEM:GENCOLCOMBO,45.14004,5.6732,21,Claix
522,Garlettes,SEM:GENCIMETIGA,45.14524,5.67678,21,Seyssins
523,Henri Rey,SEM:GENHENRIREY,45.1474,5.67773,21,Seyssins
524,Pré Nouvel,SEM:GENPRENOUVE,45.15141,5.68039,21,Seyssins
525,Hameau des Chaumières,SEM:GENCHAUMIER,45.1547,5.68938,21,Seyssins
526,Le Bournet,SEM:GENBOURNET,45.15765,5.68975,21,Seyssins
527,La Baume,SEM:GENLABAUME,45.16003,5.68982,21,Seyssins
528,Marc Sangnier,SEM:GENMARCSANG,45.16486,5.68915,21,Seyssins
529,Le Prisme,SEM:GENPRISME,45.16639,5.69055,21,Seyssins
530,Oxford,SEM:GENPRESQUIL,45.20613,5.6994,22,Grenoble
531,Louis Gagnière,SEM:GENGAGNIERE,45.21485,5.68576,22,Saint-Martin-le-Vinoux
532,Cap des H',SEM:GENCAPDESH,45.21732,5.68127,22,Saint-Égrève
533,Les Glairaux,SEM:GENGLAIRAUX,45.21901,5.67949,22,Saint-Égrève
534,Belledonne,SEM:GENBELLEDON,45.22268,5.684,22,Saint-Égrève
535,Fiancey - Prédieu,SEM:GENPREDIEU,45.22359,5.68827,22,Saint-Égrève
536,Muret,SEM:GENMURET,45.22618,5.68616,22,Saint-Égrève
537,Moutonnées,SEM:GENMOUTONNE,45.22838,5.68422,22,Saint-Égrève
538,Pont de Vence,SEM:GENPTVENCE,45.23009,5.6823,22,Saint-Égrève
539,Visancourt,SEM:GENVISANCOU,45.23317,5.68606,22,Saint-Égrève
540,Cuvilleux,SEM:GENCUVILLEU,45.2349,5.68768,22,Saint-Égrève
541,La Monta,SEM:GENLAMONTA,45.23799,5.68861,22,Saint-Égrève
542,Eglise,SEM:GENEGLISESE,45.23999,5.68407,22,Saint-Égrève
543,Gavanière,SEM:GENGAVANIER,45.24122,5.68148,22,Saint-Égrève
544,Rocher d'Escalade,SEM:GENROCHERES,45.2432,5.67907,22,Saint-Égrève
545,Rochepleine,SEM:GENROCHEPLE,45.24459,5.67517,22,Saint-Égrève
546,Karben,SEM:GENKARBEN,45.24235,5.67093,22,Saint-Égrève
547,Cap 38,SEM:GENCAP38,45.24018,5.66619,22,Saint-Égrève
548,La Biolle - Gare,SEM:GENBIOLLE,45.23522,5.66953,22,Saint-Égrève
549,Saint Egrève Gare,SEM:GENSTEGVGAR,45.23531,5.67151,22,Saint-Égrève
550,Le Péage,SEM:GENPEAGEDEV,45.0577,5.77102,23,Vizille
551,Vizille Lycée,SEM:GENLTE,45.06872,5.76836,23,Vizille
552,Place du Château,SEM:GENCHAT,45.07572,5.77221,23,Vizille
553,Les Allas,SEM:GENLESALLAS,45.07547,5.7786,23,Vizille
554,Les Corniers,SEM:GENCORNIERS,45.08176,5.78758,23,Vizille
555,Le Pont du Mas,SEM:GENPONTMAS,45.08679,5.78887,23,Vizille
556,Les Travers,SEM:GENTRAVERS,45.09132,5.79162,23,Vaulnaveys-le-Bas
557,Chemin des Cottes,SEM:GENLEPLATRE,45.09398,5.79326,23,Vaulnaveys-le-Bas
558,Vaulnaveys-Le-Bas Le Village,SEM:GENVAULBAS,45.10549,5.80042,23,Vaulnaveys-le-Bas
559,Maison Blanche,SEM:GENMAISON,45.11181,5.80512,23,Vaulnaveys-le-Bas
560,Marchandises,SEM:GENMARCHAND,45.11483,5.80766,23,Vaulnaveys-le-Haut
561,Vaulnaveys-Le-Haut Le Village,SEM:GENVAULHAUT,45.11934,5.81099,23,Vaulnaveys-le-Haut
562,Ecole Jules Bruant,SEM:GENJBRUANT,45.12172,5.8144,23,Vaulnaveys-le-Haut
563,Les Guichards,SEM:GENGUICHARD,45.12655,5.8167,23,Vaulnaveys-le-Haut
564,Les Alberges,SEM:GENALBERGES,45.13148,5.81903,23,Vaulnaveys-le-Haut
565,La Tuilerie,SEM:GENLATUILE,45.13617,5.82423,23,Vaulnaveys-le-Haut
566,Route de Saint Martin,SEM:GENSTMARTIN,45.13926,5.82718,23,Saint-Martin-d'Uriage
567,Uriage Gare,SEM:GENURIAGE,45.14395,5.82915,23,Saint-Martin-d'Uriage
568,Croisement 6,SEM:GENCROISEM,45.15287,5.8254,23,Saint-Martin-d'Uriage
569,Les Peiffendes,SEM:GENPEIFFEND,45.15716,5.82241,23,Saint-Martin-d'Uriage
570,Le Maupas,SEM:GENMAUPA,45.15926,5.81904,23,Saint-Martin-d'Uriage
571,Le Chenil,SEM:GENLECHENIL,45.1631,5.8123,23,Venon
572,Les Terrats,SEM:GENTERRATS,45.16914,5.79285,23,Gières
573,La Combe,SEM:GENLACOMBE,45.17412,5.79001,23,Gières
574,Edelweiss,SEM:GENEDELWEIS,45.18149,5.78755,23,Gières
575,Gières Gare - Universités,SEM:GENGIERGARE,45.18528,5.78458,23,Gières
576,Vignate,SEM:GENVIGNATE,45.18923,5.77806,23,Gières
577,Universités - Biologie,SEM:GENBIOLOGIE,45.19195,5.77474,23,Gières
578,Bibliothèques Universitaires,SEM:GENBIBLIUNI,45.19246,5.7709,23,Gières
579,Les Saillants,SEM:GENSAILLANT,45.02463,5.6458,25,Le Gua
580,Le Pont de Genevrey,SEM:GENPONTGENE,45.02852,5.65171,25,Vif
581,L'Usine Nord,SEM:GENUSINENOR,45.03,5.65281,25,Vif
582,Le Rif,SEM:GENLERIF,45.0323,5.65546,25,Vif
583,La Grange,SEM:GENGRANGE,45.03933,5.66126,25,Vif
584,Le Chalet,SEM:GENCHALET,45.04333,5.6644,25,Vif
585,La Cime du Bourg,SEM:GENCIMEBOUR,45.04812,5.66739,25,Vif
586,La Valonne,SEM:GENLAVALONE,45.05031,5.67129,25,Vif
587,Le Masségu,SEM:GENMASSEGU,45.05194,5.67464,25,Vif
588,Rivalta,SEM:GENVIFGEND,45.05301,5.67655,25,Vif
589,Vif Mairie,SEM:GENVIFMAIRI,45.05584,5.66897,25,Vif
590,Uriol,SEM:GENURIOL,45.06063,5.66856,25,Vif
591,Les Garcins,SEM:GENGARCINS,45.06389,5.66986,25,Vif
592,Pélissière,SEM:GENPELISIER,45.07057,5.67506,25,Varces-Allières-et-Risset
593,République,SEM:GENVARCESRE,45.08635,5.68298,25,Varces-Allières-et-Risset
594,L'Oriel,SEM:GENORIEL,45.08937,5.68355,25,Varces-Allières-et-Risset
595,Rond-Point de l'Europe,SEM:GENRONDEURO,45.09312,5.68375,25,Varces-Allières-et-Risset
596,Saint-Ange,SEM:GENSTEANGE,45.09683,5.68367,25,Varces-Allières-et-Risset
597,Le Rochefort,SEM:GENROCHEFOR,45.10164,5.68534,25,Varces-Allières-et-Risset
598,Pré de l'Orme,SEM:GENPREORME,45.10964,5.6884,25,Varces-Allières-et-Risset
599,Carrière,SEM:GENCARRIERE,45.11472,5.69018,25,Claix
600,Pont Rouge,SEM:GENPTROUGE,45.11832,5.69254,25,Claix
601,Pont-de-Claix Mairie,SEM:GENPTCLXMAI,45.12288,5.6977,25,Le Pont-de-Claix
602,Iles de Mars,SEM:GENILESMARS,45.13197,5.70026,25,Le Pont-de-Claix
603,L'Etoile,SEM:GENLETOILE,45.13788,5.7033,25,Le Pont-de-Claix
604,Bayard,SEM:GENBAYARD,45.14591,5.70478,25,Échirolles
605,Quinzaine,SEM:GENQUINZAIN,45.15149,5.70664,25,Échirolles
606,Marielle Franco - Rondeau,SEM:GENRONDEAU,45.16072,5.70965,25,Grenoble
607,Stade Lesdiguières,SEM:GENSTADLESD,45.16429,5.71097,25,Grenoble
608,Louise Michel,SEM:GENLMICHEL,45.16976,5.71287,25,Grenoble
609,Alliés,SEM:GENALLIES,45.17398,5.71427,25,Grenoble
610,Vallier - Libération,SEM:GENVALLIBE,45.18013,5.71608,25,Grenoble
611,Foch - Ferrié,SEM:GENFOCHFERI,45.1808,5.72256,25,Grenoble
612,Colonel Dumont,SEM:GENCAB,45.1815,5.72195,25,Grenoble
613,Pompidou,SEM:GENPOMPIDOU,45.11993,5.69255,25,Claix
614,Les Saillants,SEM:GENSAILLANT,45.02463,5.6458,26,Le Gua
615,Le Pont de Genevrey,SEM:GENPONTGENE,45.02852,5.65171,26,Vif
616,L'Usine Nord,SEM:GENUSINENOR,45.03,5.65281,26,Vif
617,Le Rif,SEM:GENLERIF,45.0323,5.65546,26,Vif
618,La Grange,SEM:GENGRANGE,45.03933,5.66126,26,Vif
619,Le Chalet,SEM:GENCHALET,45.04333,5.6644,26,Vif
620,La Cime du Bourg,SEM:GENCIMEBOUR,45.04812,5.66739,26,Vif
621,La Valonne,SEM:GENLAVALONE,45.05031,5.67129,26,Vif
622,Le Masségu,SEM:GENMASSEGU,45.05194,5.67464,26,Vif
623,Rivalta,SEM:GENVIFGEND,45.05301,5.67655,26,Vif
624,Vif Mairie,SEM:GENVIFMAIRI,45.05584,5.66897,26,Vif
625,Uriol,SEM:GENURIOL,45.06063,5.66856,26,Vif
626,Les Garcins,SEM:GENGARCINS,45.06389,5.66986,26,Vif
627,Pélissière,SEM:GENPELISIER,45.07057,5.67506,26,Varces-Allières-et-Risset
628,République,SEM:GENVARCESRE,45.08635,5.68298,26,Varces-Allières-et-Risset
629,L'Oriel,SEM:GENORIEL,45.08937,5.68355,26,Varces-Allières-et-Risset
630,Rond-Point de l'Europe,SEM:GENRONDEURO,45.09312,5.68375,26,Varces-Allières-et-Risset
631,Saint-Ange,SEM:GENSTEANGE,45.09683,5.68367,26,Varces-Allières-et-Risset
632,Le Rochefort,SEM:GENROCHEFOR,45.10164,5.68534,26,Varces-Allières-et-Risset
633,Vallier - Catane,SEM:GENVALLCATA,45.18002,5.70558,26,Grenoble
634,Vallier - Libération,SEM:GENVALLIBE,45.18013,5.71608,26,Grenoble
635,Alsace-Lorraine,SEM:GENALSACELO,45.18911,5.7193,26,Grenoble
636,Gares,SEM:GENGARES,45.19078,5.71554,26,Grenoble
637,Gare Routière,SEM:GENGAROUTIE,45.19298,5.71406,26,Grenoble
638,Saint-Georges-de-Commiers Gare,SEM:GENSTGCOMMI,45.04363,5.70174,26,Saint-Georges-de-Commiers
639,Vif Gare,SEM:GENVIFGARE,45.04824,5.68573,26,Vif
640,Gares,SEM:GENGARES,45.19078,5.71554,40,Grenoble
641,Victor Hugo,SEM:GENVICTHUGO,45.18938,5.72499,40,Grenoble
